Compte;libellé;sens;Numéro Agence SCE
453717112080;FRAIS DOSSIERS  A L. T SANGMA;MIXTE;9
453717112090;FRAIS DOSSIERS  A L. T YAOUNDE;MIXTE;9
453717113011;FRAIS CTENTIEUX DOS  A L.T BAMENDA;MIXTE;9
453717113012;FRAIS CTENTIEUX DOS  A L.T BUEA;MIXTE;9
453717113013;FRAIS CTENTIEUX DOS  A L.T DOUALA;MIXTE;9
453717113018;FRAIS CTENTIEUX DOS  A L.T BAFSSAM;MIXTE;9
453717113020;FRAIS CTENTIEUX DOS  A L.T BERTOUA;MIXTE;9
453717113030;FRAIS CTENTIEUX DOS  A L.T EBOLOWA;MIXTE;9
453717113040;FRAIS CTENTIEUX DOS  A L.T GAROUA;MIXTE;9
453717113050;FRAIS CTENTIEUX DOS  A L.T MAROUA;MIXTE;9
453717113060;FRAIS CTENTIEUX DOS  A L.T KRIBI;MIXTE;9
453717113070;FRAIS CTENTIEUX DOS  A L.T NGDERE;MIXTE;9
453717113080;FRAIS CTENTIEUX DOS  A L.T SANGMA;MIXTE;9
453717113090;FRAIS CTENTIEUX DOS  A L.T YAOUNDE;MIXTE;9
453717114011;COM D’ANTICIPATION A L.T BAMENDA;MIXTE;9
453717114012;COM D’ANTICIPATION A L.T BUEA;MIXTE;9
453717114013;COM D’ANTICIPATION A L.T DOUALA;MIXTE;9
453717114018;COM D’ANTICIPATION A M.T BAFSSAM;MIXTE;9
453717114020;COM D’ANTICIPATION A L.T BERTOUA;MIXTE;9
453717114030;COM D’ANTICIPATION A L.T EBOLOWA;MIXTE;9
453717114040;COM D’ANTICIPATION A L.T GAROUA;MIXTE;9
453717114050;COM D’ANTICIPATION A L.T MAROUA;MIXTE;9
453717114060;COM D’ANTICIPATION A L.T KRIBI;MIXTE;9
453717114070;COM D’ANTICIPATION A L.T NGDERE;MIXTE;9
453717114080;COM D’ANTICIPATION A L.T SANGMA;MIXTE;9
453717114090;COM D’ANTICIPATION A L.T YAOUNDE;MIXTE;9
453717115011;COM D’ENCT CCP A L. T BAMENDA;MIXTE;9
453717115012;COM D’ENCT CCP A L. T BUEA;MIXTE;9
453717115013;COM D’ENCT CCP A L. T DOUALA;MIXTE;9
453717115018;COM D’ENCT CCP A L. T BAFSSAM;MIXTE;9
453717115020;COM D’ENCT CCP A L. T BERTOUA;MIXTE;9
453717115030;COM D’ENCT CCP A L. T EBOLOWA;MIXTE;9
453717115040;COM D’ENCT CCP A L. T GAROUA;MIXTE;9
453717115050;COM D’ENCT CCP A L. T MAROUA;MIXTE;9
453717115060;COM D’ENCT CCP A L. T KRIBI;MIXTE;9
453717115070;COM D’ENCT CCP A L. T NGDERE;MIXTE;9
453717115080;COM D’ENCT CCP A L. T SANGMA;MIXTE;9
453717115090;COM D’ENCT CCP A L. T YAOUNDE;MIXTE;9
453717116011;COM D’ENCT CCE A L. T BAMENDA;MIXTE;9
453717116012;COM D’ENCT CCE A L. T BUEA;MIXTE;9
453717116013;COM D’ENCT CCE A L. T DOUALA;MIXTE;9
453717116018;COM D’ENCT CCE A L. T BAFSSAM;MIXTE;9
453717116020;COM D’ENCT CCE A L. T BERTOUA;MIXTE;9
453717116030;COM D’ENCT CCE A L. T EBOLOWA;MIXTE;9
453717116040;COM D’ENCT CCE A L. T GAROUA;MIXTE;9
453717116050;COM D’ENCT CCE A L. T MAROUA;MIXTE;9
453717116060;COM D’ENCT CCE A L. T KRIBI;MIXTE;9
453717116070;COM D’ENCT CCE A L. T NGDERE;MIXTE;9
453717116080;COM D’ENCT CCE A L. T SANGMA;MIXTE;9
453717116090;COM D’ENCT CCE A L. T YAOUNDE;MIXTE;9
453717121011;RECUPERATION FRAIS BANC.  A M.T BAMENDA;MIXTE;9
453717121012;RECUPERATION FRAIS BANC.  A M.T BUEA;MIXTE;9
453717121013;RECUPERATION FRAIS BANC.  A M.T DOUALA;MIXTE;9
453717121018;RECUPERATION FRAIS BANC.  A M.T BAFSSAM;MIXTE;9
453717121020;RECUPERATION FRAIS BANC.  A M.T BERTOUA;MIXTE;9
453717121030;RECUPERATION FRAIS BANC.  A M.T EBOLOWA;MIXTE;9
453717121040;RECUPERATION FRAIS BANC.  A M.T GAROUA;MIXTE;9
453717121050;RECUPERATION FRAIS BANC.  A M.T MAROUA;MIXTE;9
453717121060;RECUPERATION FRAIS BANC.  A M.T KRIBI;MIXTE;9
453717121070;RECUPERATION FRAIS BANC.  A M.T NGDERE;MIXTE;9
453717121080;RECUPERATION FRAIS BANC.  A M.T SANGMA;MIXTE;9
453717121090;RECUPERATION FRAIS BANC.  A M.T YAOUNDE;MIXTE;9
453717122011;FRAIS DOSSIERS  A M. T BAMENDA;MIXTE;9
453717122012;FRAIS DOSSIERS  A M. T BUEA;MIXTE;9
453717122013;FRAIS DOSSIERS  A M. T DOUALA;MIXTE;9
453717122018;FRAIS DOSSIERS  A M. T BAFSSAM;MIXTE;9
453717122020;FRAIS DOSSIERS  A M. T  BERTOUA;MIXTE;9
453717122030;FRAIS DOSSIERS  A M. T EBOLOWA;MIXTE;9
453717122040;FRAIS DOSSIERS  A M. T GAROUA;MIXTE;9
453717122050;FRAIS DOSSIERS  A M. T MAROUA;MIXTE;9
453717122060;FRAIS DOSSIERS  A M. T KRIBI;MIXTE;9
453717122070;FRAIS DOSSIERS  A M. T NGDERE;MIXTE;9
453717122080;FRAIS DOSSIERS  A M. T SANGMA;MIXTE;9
453717122090;FRAIS DOSSIERS  A M. T YAOUNDE;MIXTE;9
453717123011;FRAIS CTENTIEUX DOS  A M. T BAMENDA;MIXTE;9
453717123012;FRAIS CTENTIEUX DOS  A M. T BUEA;MIXTE;9
453717123013;FRAIS CTENTIEUX DOS  A M. T DOUALA;MIXTE;9
453717123018;FRAIS CTENTIEUX DOS  A M. T BAFSSAM;MIXTE;9
453717123020;FRAIS CTENTIEUX DOS  A M. T BERTOUA;MIXTE;9
453717123030;FRAIS CTENTIEUX DOS  A M. T EBOLOWA;MIXTE;9
453717123040;FRAIS CTENTIEUX DOS  A M. T GAROUA;MIXTE;9
453717123050;FRAIS CTENTIEUX DOS  A M. T MAROUA;MIXTE;9
453717123060;FRAIS CTENTIEUX DOS  A M. T KRIBI;MIXTE;9
453717123070;FRAIS CTENTIEUX DOS  A M. T NGDERE;DEBIT;9
453717123080;FRAIS CTENTIEUX DOS  A M. T SANGMA;MIXTE;9
453717123090;FRAIS CTENTIEUX DOS  A M. T YAOUNDE;MIXTE;9
453717124011;COM D’ANTICIPATION A M.T BAMENDA;MIXTE;9
453717124012;COM D’ANTICIPATION A M.T BUEA;MIXTE;9
453717124013;COM D’ANTICIPATION A M.T DOUALA;MIXTE;9
453717124018;COM D’ANTICIPATION A M.T BAFSSAM;MIXTE;9
453717124020;COM D’ANTICIPATION A M.T BERTOUA;MIXTE;9
453717124030;COM D’ANTICIPATION A M.T EBOLOWA;MIXTE;9
453717124040;COM D’ANTICIPATION A M.T GAROUA;MIXTE;9
453717124050;COM D’ANTICIPATION A M.T MAROUA;MIXTE;9
453717124060;COM D’ANTICIPATION A M.T KRIBI;MIXTE;9
453717124070;COM D’ANTICIPATION A M.T NGDERE;MIXTE;9
453717124080;COM D’ANTICIPATION A M.T SANGMA;MIXTE;9
453717124090;COM D’ANTICIPATION A M.T YAOUNDE;MIXTE;9
453717125011;COM D’ENCT CCP A M. T BAMENDA;MIXTE;9
453717125012;COM D’ENCT CCP A M. T BUEA;MIXTE;9
453717125013;COM D’ENCT CCP A M. T DOUALA;MIXTE;9
453717125018;COM D’ENCT CCP A M. T BAFSSAM;MIXTE;9
453717125020;COM D’ENCT CCP A M. T BERTOUA;MIXTE;9
453717125030;COM D’ENCT CCP A M. T EBOLOWA;MIXTE;9
453717125040;COM D’ENCT CCP A M. T GAROUA;MIXTE;9
453717125050;COM D’ENCT CCP A M. T MAROUA;MIXTE;9
453717125060;COM D’ENCT CCP A M. T KRIBI;MIXTE;9
453717125070;COM D’ENCT CCP A M. T NGDERE;MIXTE;9
453717125080;COM D’ENCT CCP A M. T SANGMA;MIXTE;9
453717125090;COM D’ENCT CCP A M. T YAOUNDE;MIXTE;9
453717126011;COM D’ENCT CCE A M. T BAMENDA;MIXTE;9
453717126012;COM D’ENCT CCE A M. T BUEA;MIXTE;9
453717126013;COM D’ENCT CCE A M. T DOUALA;MIXTE;9
453717126018;COM D’ENCT CCE A M. T BAFSSAM;MIXTE;9
453717126020;COM D’ENCT CCE A M. T BERTOUA;MIXTE;9
453717126030;COM D’ENCT CCE A M. T EBOLOWA;MIXTE;9
453717126040;COM D’ENCT CCE A M. T GAROUA;MIXTE;9
453717126050;COM D’ENCT CCE A M. T MAROUA;MIXTE;9
453717126060;COM D’ENCT CCE A M. T KRIBI;MIXTE;9
453717126070;COM D’ENCT CCE A M. T NGDERE;MIXTE;9
453717126080;COM D’ENCT CCE A M. T SANGMA;MIXTE;9
453717126090;COM D’ENCT CCE A M. T YAOUNDE;MIXTE;9
453717131011;RECUPERATION FRAIS BANC.  A C.T BAMENDA;MIXTE;9
453717131012;RECUPERATION FRAIS BANC.  A C.T BUEA;MIXTE;9
453717131013;RECUPERATION FRAIS BANC.  A C.T DOUALA;MIXTE;9
453717131018;RECUPERATION FRAIS BANC.  A C.T BAFSSAM;MIXTE;9
453717131020;RECUPERATION FRAIS BANC.  A C.T BERTOUA;MIXTE;9
453717131030;RECUPERATION FRAIS BANC.  A C.T EBOLOWA;MIXTE;9
453717131040;RECUPERATION FRAIS BANC.  A C.T GAROUA;MIXTE;9
453717131050;RECUPERATION FRAIS BANC.  A C.T MAROUA;MIXTE;9
453717131060;RECUPERATION FRAIS BANC.  A C.T KRIBI;MIXTE;9
453717131070;RECUPERATION FRAIS BANC.  A C.T NGDERE;MIXTE;9
453717131080;RECUPERATION FRAIS BANC.  A C.T SANGMA;MIXTE;9
453717131090;RECUPERATION FRAIS BANC.  A C.T YAOUNDE;MIXTE;9
453717132011;FRAIS DOSSIERS  A C. T BAMENDA;MIXTE;9
453717132012;FRAIS DOSSIERS  A C. T BUEA;MIXTE;9
453717132013;FRAIS DOSSIERS  A C. T DOUALA;MIXTE;9
453717132018;FRAIS DOSSIERS  A C. T BAFSSAM;MIXTE;9
453717132020;FRAIS DOSSIERS  A C. T  BERTOUA;MIXTE;9
453717132030;FRAIS DOSSIERS  A C. T  EBOLOWA;MIXTE;9
453717132040;FRAIS DOSSIERS  A C. T  GAROUA;MIXTE;9
453717132050;FRAIS DOSSIERS  A C. T MAROUA;MIXTE;9
453717132060;FRAIS DOSSIERS  A C. T  KRIBI;MIXTE;9
453717132070;FRAIS DOSSIERS  A C. T  NGDERE;MIXTE;9
453717132080;FRAIS DOSSIERS  A C. T SANGMA;MIXTE;9
453717132090;FRAIS DOSSIERS  A C. T YAOUNDE;MIXTE;9
453717133011;FRAIS CTENTIEUX DOS  A C. T BAMENDA;MIXTE;9
453717133012;FRAIS CTENTIEUX DOS  A C. T BUEA;MIXTE;9
453717133013;FRAIS CTENTIEUX DOS  A  C. T DOUALA;MIXTE;9
453717133018;FRAIS CTENTIEUX DOS  A  C. T BAFSSAM;MIXTE;9
453717133020;FRAIS CTENTIEUX DOS  A C. T BERTOUA;MIXTE;9
453717133030;FRAIS CTENTIEUX DOS  A C. T EBOLOWA;MIXTE;9
453717133040;FRAIS CTENTIEUX DOS  A C. T GAROUA;MIXTE;9
453717133050;FRAIS CTENTIEUX DOS  A C. T MAROUA;MIXTE;9
453717133060;FRAIS CTENTIEUX DOS  A C. T KRIBI;MIXTE;9
453717133070;FRAIS CTENTIEUX DOS  A C. T NGDERE;MIXTE;9
453717133080;FRAIS CTENTIEUX DOS  A C. T SANGMA;MIXTE;9
453717133090;FRAIS CTENTIEUX DOS  A C. T YAOUNDE;MIXTE;9
453717134011;COM D’ANTICIPATION A C.T BAMENDA;MIXTE;9
453717134012;COM D’ANTICIPATION A C.T BUEA;MIXTE;9
453717134013;COM D’ANTICIPATION A C.T DOUALA;MIXTE;9
453717134018;COM D’ANTICIPATION A C.T BAFSSAM;MIXTE;9
453717134020;COM D’ANTICIPATION A C.T BERTOUA;MIXTE;9
453717134030;COM D’ANTICIPATION A C.T EBOLOWA;MIXTE;9
453717134040;COM D’ANTICIPATION A C.T GAROUA;MIXTE;9
453717134050;COM D’ANTICIPATION A C.T MAROUA;MIXTE;9
453717134060;COM D’ANTICIPATION A C.T KRIBI;MIXTE;9
453717134070;COM D’ANTICIPATION A C.T NGDERE;MIXTE;9
453717134080;COM D’ANTICIPATION A C.T SANGMA;MIXTE;9
453717134090;COM D’ANTICIPATION A C.T YAOUNDE;MIXTE;9
453717135011;COM D’ENCT CCP A C. T BAMENDA;MIXTE;9
453717135012;COM D’ENCT CCP A C. T BUEA;MIXTE;9
453717135013;COM D’ENCT CCP A C. T DOUALA;MIXTE;9
453717135018;COM D’ENCT CCP A C. T BAFSSAM;MIXTE;9
453717135020;COM D’ENCT CCP A C. T BERTOUA;MIXTE;9
453717135030;COM D’ENCT CCP A C. T EBOLOWA;MIXTE;9
453717135040;COM D’ENCT CCP A C. T GAROUA;MIXTE;9
453717135050;COM D’ENCT CCP A C. T MAROUA;MIXTE;9
453717135060;COM D’ENCT CCP A C. T KRIBI;MIXTE;9
453717135070;COM D’ENCT CCP A C. T NGDERE;MIXTE;9
453717135080;COM D’ENCT CCP A C. T SANGMA;MIXTE;9
453717135090;COM D’ENCT CCP A C. T YAOUNDE;MIXTE;9
453717136011;COM D’ENCT CCE A C. T BAMENDA;MIXTE;9
453717136012;COM D’ENCT CCE A C. T BUEA;MIXTE;9
453717136013;COM D’ENCT CCE A C. T DOUALA;MIXTE;9
453717136018;COM D’ENCT CCE A C. T BAFSSAM;MIXTE;9
453717136020;COM D’ENCT CCE A C. T BERTOUA;MIXTE;9
453717136030;COM D’ENCT CCE A C. T EBOLOWA;MIXTE;9
453717136040;COM D’ENCT CCE A C. T GAROUA;MIXTE;9
453717136050;COM D’ENCT CCE A C. T MAROUA;MIXTE;9
453717136060;COM D’ENCT CCE A C. T KRIBI;MIXTE;9
453717136070;COM D’ENCT CCE A C. T NGDERE;MIXTE;9
453717136080;COM D’ENCT CCE A C. T SANGMA;MIXTE;9
453717136090;COM D’ENCT CCE A C. T YAOUNDE;MIXTE;9
453717200000;COMPTE DE LIAISON FRAIS DE DOSSIERS;MIXTE;9
453717400000;COMPTE LIAISON FRS/REAMENAGEMT DOSSIERS;MIXTE;9
453721100200;CIONS D'ENCT BERTOUA;MIXTE;9
453721100300;CIONS D'ENCT EBOLOWA;MIXTE;9
453721100400;CIONS D'ENCT GAROUA;MIXTE;9
453721100500;CIONS D'ENCT MAROUA;MIXTE;9
453721100600;CIONS D'ENCT KRIBI;MIXTE;9
453721100700;CIONS D'ENCT NGAOUNDERE;MIXTE;9
453721100800;CIONS D'ENCT SANGMELIMA;MIXTE;9
453721100900;CIONS D'ENCT YAOUNDE;MIXTE;9
453721101100;CIONS D'ENCT BAMENDA;MIXTE;9
453721101200;CIONS D'ENCT BUEA;MIXTE;9
453721101300;CIONS D'ENCT DOUALA;MIXTE;9
453721101800;CIONS D'ENCT BAFOUSSAM;MIXTE;9
453721200000;TRANSIT CIONS D'ENCT CREDIT BAIL;MIXTE;9
45374_______;CPTE LIAISON FINANCEMENT CASH;MIXTE;NULL
45374011____;TRANSIT FINANCEMENT PRESCO;MIXTE;NULL
453740110000;TRANSIT FINANCEMENT PRESCO;MIXTE;9
453740110200;TRANSIT FINANCEMENT PRESCO BTOUA;MIXTE;9
453740110300;TRANSIT FINANCEMENT PRESCO EBWA;MIXTE;9
453740110400;TRANSIT FINANCEMENT PRESCO GROUA;MIXTE;9
453740110500;TRANSIT FINANCEMENT PRESCO MROUA;MIXTE;9
453740110600;TRANSIT FINANCEMENT PRESCO KRIBI;MIXTE;9
453740110700;TRANSIT FINANCEMENT PRESCO NGDERE;MIXTE;9
453740110800;TRANSIT FINANCEMENT PRESCO SAGMA;MIXTE;9
453740110900;TRANSIT FINANCEMENT PRESCO YDE;MIXTE;9
453740111100;TRANSIT FINANCEMENT PRESCO BDA;MIXTE;9
453740111200;TRANSIT FINANCEMENT PRESCO BUEA;MIXTE;9
453740111300;TRANSIT FINANCEMENT PRESCO DLA;MIXTE;9
453740111800;TRANSIT FINANCEMENT PRESCO BFSSAM;MIXTE;9
45374016____;TRANSIT FINANCEMENT CASH;MIXTE;NULL
453740160000;TRANSIT FINANCEMENT CASH/ REAMENAGEMENT;MIXTE;9
453740160200;TRANSIT FINANCEMENT CASH BTOUA;MIXTE;9
453740160300;TRANSIT FINANCEMENT CASH EBWA;MIXTE;9
453740160400;TRANSIT FINANCEMENT CASH GROUA;MIXTE;9
453740160500;TRANSIT FINANCEMENT CASH MROUA;MIXTE;9
453740160600;TRANSIT FINANCEMENT CASH KRIBI;MIXTE;9
453740160700;TRANSIT FINANCEMENT CASH NGDERE;MIXTE;9
453740160800;TRANSIT FINANCEMENT CASH SANGMA;MIXTE;9
453740160900;TRANSIT FINANCEMENT CASH YDE;MIXTE;9
453740161100;TRANSIT FINANCEMENT CASH BDA;MIXTE;9
453740161200;TRANSIT FINANCEMENT CASH BUEA;MIXTE;9
453740161300;TRANSIT FINANCEMENT CASH DLA;MIXTE;9
453740161800;TRANSIT FINANCEMENT CASH BAFSSAM;MIXTE;9
453782000000;LIAISON CPTE D'INTERMEDIATION;MIXTE;9
453782201011;COM D’INTERMEDIATION A L.T BAMENDA;MIXTE;9
453782201012;COM D’INTERMEDIATION A L.T BUEA;MIXTE;9
453782201013;COM D’INTERMEDIATION A L.T DOUALA;MIXTE;9
453782201018;COM D’INTERMEDIATION A L.T BAFSSAM;MIXTE;9
453782201020;COM D’INTERMEDIATION A L.T BERTOUA;MIXTE;9
453782201030;COM D’INTERMEDIATION A L.T EBOLOWA;MIXTE;9
453782201040;COM D’INTERMEDIATION A L.T GAROUA;MIXTE;9
453782201050;COM D’INTERMEDIATION A L.T MAROUA;MIXTE;9
453782201060;COM D’INTERMEDIATION A L.T KRIBI;MIXTE;9
453782201070;COM D’INTERMEDIATION A L.T NGDERE;MIXTE;9
453782201080;COM D’INTERMEDIATION A L.T SANGMA;MIXTE;9
453782201090;COM D’INTERMEDIATION A L.T YAOUNDE;MIXTE;9
453782202011;COM D’INTERMEDIATION A M.T BAMENDA;MIXTE;9
453782202012;COM D’INTERMEDIATION A M.T BUEA;MIXTE;9
453782202013;COM D’INTERMEDIATION A M.T DOUALA;MIXTE;9
453782202018;COM D’INTERMEDIATION A M.T BAFSSAM;MIXTE;9
453782202020;COM D’INTERMEDIATION A M.T BERTOUA;MIXTE;9
453782202030;COM D’INTERMEDIATION A M.T EBOLOWA;MIXTE;9
453782202040;COM D’INTERMEDIATION A M.T GAROUA;MIXTE;9
453782202050;COM D’INTERMEDIATION A M.T MAROUA;MIXTE;9
453782202060;COM D’INTERMEDIATION A M.T KRIBI;MIXTE;9
453782202070;COM D’INTERMEDIATION A M.T NGDERE;MIXTE;9
453782202080;COM D’INTERMEDIATION A M.T SANGMA;MIXTE;9
453782202090;COM D’INTERMEDIATION A M.T YAOUNDE;MIXTE;9
453782203011;COM D’INTERMEDIATION A C.T BAMENDA;MIXTE;9
453782203012;COM D’INTERMEDIATION A C.T BUEA;MIXTE;9
453782203013;COM D’INTERMEDIATION A C.T DOUALA;MIXTE;9
453782203018;COM D’INTERMEDIATION A C.T BAFSSAM;MIXTE;9
453782203020;COM D’INTERMEDIATION A C.T BERTOUA;MIXTE;9
453782203030;COM D’INTERMEDIATION A C.T EBOLOWA;MIXTE;9
453782203040;COM D’INTERMEDIATION A C.T GAROUA;MIXTE;9
453782203050;COM D’INTERMEDIATION A C.T MAROUA;MIXTE;9
453782203060;COM D’INTERMEDIATION A C.T KRIBI;MIXTE;9
453782203070;COM D’INTERMEDIATION A C.T NGDERE;MIXTE;9
453782203080;COM D’INTERMEDIATION A C.T SANGMA;MIXTE;9
453782203090;COM D’INTERMEDIATION A C.T YAOUNDE;MIXTE;9
45384_______;LIAISON ACPTE RECUPERE;MIXTE;9
453840000000;CPT LIAISON ACPT RECUP;MIXTE;9
4539________;LIAISON VENTE;MIXTE;9
453900000000;CPT LIAISON CREAT° PORTF;MIXTE;9
453910000000;CPTE LIAISON CREAT° PRESCO;MIXTE;9
453920000000;CPT LIAISON CREAT° CREDIT-BAIL;MIXTE;9
454_________;CPTE D'ATTENTE A REGULARISER;Mixte;9
454000002000;CPTE D'ATTENTE ACHAT BTA;MIXTE;9
454000003000;CPTE D'ATTENTE ACHAT EBWA;MIXTE;9
454000004000;CPTE D'ATTENTE ACHAT GRA;MIXTE;9
454000005000;CPTE D'ATTENTE ACHAT MRA;MIXTE;9
454000007000;CPTE D'ATTENTE ACHAT NDER;MIXTE;9
454000008000;CPTE D'ATTENTE ACHAT SGMA;MIXTE;9
454000009000;CPTE D' ATTENTE ACHAT YDE;MIXTE;9
454000011000;CPTE D'ATTENTE ACHAT BDA;MIXTE;9
454000012000;CPTE D'ATTENTE ACHAT BUEA;MIXTE;9
454000013000;CPTE D'ATTENTE ACHAT DLA;MIXTE;9
454000016000;CPTE D'ATTENTE ACHAT LBE;MIXTE;9
454000018000;CPTE D'ATTENTE ACHAT BFSS;MIXTE;9
454000019000;CPTE D'ATTENTE ACHATS F.G;MIXTE;9
454000020000;CPTE D'ATTENTE MVT EXCEPTIONNELLE;MIXTE;9
454000080000;COMPTE D'ATTENTE ACHAT SCEI MARKET;MIXTE;9
454100000000;CPTE D' ATTENTE PAGNES 08/03;MIXTE;9
454444444444;CPTE D' ATTENTE A REGULAR;MIXTE;9
46__________;AUTRES DEBITEURS ET CREDITEURS;Mixte;9
462_________;ORGANISMES DE PREVOYANCE OU DE SECURITE;Mixte;9
4625________;ORGANISMES  SOCIAUX ;Crédit;9
462510000000;C N P S;CREDIT;9
462520000000;C .R .E;CREDIT;9
462530000000;SNEGCBEFCAM;CREDIT;9
463_________;ERREURS VOLS & DETOURNEMTS;Crédit;9
463100000000;ERREURS VOLS & DETOURNEMTS;CREDIT;9
466_________;AUTRES DEBITEURS;Débit;9
46601_______;MONEYGRAM;MIXTE;NULL
466010000020;MONEYGRAM BERTOUA;MIXTE;9
466010000030;MONEYGRAM EBOLOWA;MIXTE;9
466010000040;MONEYGRAM GAROUA;MIXTE;9
466010000050;MONEYGRAM MAROUA;MIXTE;9
466010000060;MONEYGRAM KRIBI;MIXTE;9
466010000070;MONEYGRAM NDERE;MIXTE;9
466010000080;MONEYGRAM SGMA;MIXTE;9
466010000090;MONEYGRAM YAOUNDE;MIXTE;9
466010000110;MONEYGRAM BAMENDA;MIXTE;9
466010000120;MONEYGRAM BUEA;MIXTE;9
466010000130;MONEYGRAM DOUALA;MIXTE;9
466010000180;MONEYGRAM BAFOUSSAM;MIXTE;9
46602_______;EXPRESS UNION INTERNATIONAL;MIXTE;NULL
466020000020;EXPRESS UNION INTERNATIONAL BERTOUA;MIXTE;9
466020000030;EXPRESS UNION INTERNATIONAL EBOLOWA;MIXTE;9
466020000040;EXPRESS UNION INTERNATIONAL GAROUA;MIXTE;9
466020000050;EXPRESS UNION INTERNATIONAL MAROUA;MIXTE;9
466020000060;EXPRESS UNION INTERNATIONAL KRIBI;MIXTE;9
466020000070;EXPRESS UNION INTERNATIONAL NDERE;MIXTE;9
466020000080;EXPRESS UNION INTERNATIONAL SGMA;MIXTE;9
466020000090;EXPRESS UNION INTERNATIONAL YAOUNDE;MIXTE;9
466020000110;EXPRESS UNION INTERNATIONAL BAMENDA;MIXTE;9
466020000120;EXPRESS UNION INTERNATIONAL BUEA;MIXTE;9
466020000130;EXPRESS UNION INTERNATIONAL DOUALA;MIXTE;9
466020000180;EXPRESS UNION INTERNATIONAL BAFOUSSAM;MIXTE;9
46603_______;WAFACASH;NULL;NULL
466030000020;WAFACASH BERTOUA;MIXTE;9
466030000030;WAFACASH EBOLOWA;MIXTE;9
466030000040;WAFACASH GAROUA;MIXTE;9
466030000050;WAFACASH MAROUA;MIXTE;9
466030000060;WAFACASH KRIBI;MIXTE;9
466030000070;WAFACASH NDERE;MIXTE;9
466030000080;WAFACASH SGMA;MIXTE;9
466030000090;WAFACASH YAOUNDE;MIXTE;9
466030000110;WAFACASH BAMENDA;MIXTE;9
466030000120;WAFACASH BUEA;MIXTE;9
466030000130;WAFACASH DOUALA;MIXTE;9
466030000180;WAFACASH BAFOUSSAM;MIXTE;9
466030000300;SOUS CPTE MARCHAND Q-CODE EBWA;DEBIT;9
466030000400;SOUS CPTE MARCHAND Q-CODE GROUA;DEBIT;9
466030000900;CPTE PARRAIN MARCHAND Q-CODE YDE;DEBIT;9
466030001200;SOUS CPTE MARCHAND Q-CODE BUEA;DEBIT;9
466030001300;SOUS CPTE MARCHAND Q-CODE DLA;DEBIT;9
466030001800;SOUS CPTE MARCHAND Q-CODE BAFSSAM;DEBIT;9
46604_______;AUTRE DEBITEUR HOP;MIXTE;NULL
466040000000;AUTRE DEBITEUR HOP;NULL;9
466040000020;AUTRE DEBITEUR HOP BTA;MIXTE;9
466040000030;AUTRE DEBITEUR HOP EBW;MIXTE;9
466040000040;AUTRE DEBITEUR HOP GRA;MIXTE;9
466040000050;AUTRE DEBITEUR HOP MRA;MIXTE;9
466040000060;AUTRE DEBITEUR HOP KRIBI;MIXTE;9
466040000070;AUTRE DEBITEUR HOP NDERE;MIXTE;9
466040000080;AUTRE DEBITEUR HOP SGMA;MIXTE;9
466040000090;AUTRE DEBITEUR HOP YDE;MIXTE;9
466040000110;AUTRE DEBITEUR HOP BDA;MIXTE;9
466040000120;AUTRE DEBITEUR HOP BUEA;MIXTE;9
466040000130;AUTRE DEBITEUR HOP DLA;MIXTE;9
466040000180;AUTRE DEBITEUR HOP BFSS;MIXTE;9
4661________;AUTRES DEBITEURS;Débit;9
466110000000;AUTRES DEBITEURS  DIVERS A REGULARISER;MIXTE;9
466110010000;FRS ENGAGES REPARAT° BUS MARYLAND;MIXTE;9
466110020000;AUTRES DEBITEURS EMBAUCHE VIRES;MIXTE;9
466110030000;AUTRE DEBITEURS COREBANKING;MIXTE;9
466110200000;FRS ENGAGES/MBAH ET FILS;MIXTE;9
466120000000;SINISTRE A ENCAISSER;MIXTE;9
466130000000;AUTRES DEBITEURS FNE;MIXTE;9
466140000000;RECOUVREMT CTENTIEUX A ENCAISSER;MIXTE;9
466150000000;AUTR. DEBITEUR ASS CADRES;MIXTE;9
466151000000;AUTRES DEBITEURS ASS EMPLOYES;MIXTE;9
466160000000;AVCE FRS INSCRIPT° DOS CREDIT BAIL A RECOUVRER;DEBIT;9
466170000000;AVCE/FRAIS DE MISSION;DEBIT;9
466180000000;AVCE/CAISSES DEPENSES DCM ;DEBIT;9
466190000000;MANQUANT CAISSE A REGULARISER;DEBIT;9
466200000000;AUTRES DEBITEURS LOCAT° SHOW ROOM;DEBIT;9
466210000000;AUT. DEBITEURS REMB. DEPOT DE GARANTIE;DEBIT;9
466211000000;AUTRE DEBITEUR/AVCES F'SSEURS HOP;DEBIT;NULL
466213000000;AUTRE DEBITEURS/AVCE F'SSEUR SCEI SARL;DEBIT;NULL
466220000000;AUTRES DEBITEUR DG;DEBIT;9
466230000000;AUTRE DEBITEUR CTIEUX EXPRESS UNION;MIXTE;9
466570000000;CPTE D'ATTENTE MANQUANT DE CAISSE;MIXTE;9
467_________;AUTRES  CREDITEURS;Crédit;9
46701_______;EXPRESS UNION NATIONAL;CREDIT;NULL
467010000020;EXPRESS UNION BERTOUA;MIXTE;9
467010000030;EXPRESS UNION EBOLOWA;MIXTE;9
467010000040;EXPRESS UNION GAROUA;MIXTE;9
467010000050;EXPRESS UNION MAROUA;MIXTE;9
467010000060;EXPRESS UNION KRIBI;MIXTE;9
